0.095451,0.096236,0.0942,0.032101,0.051991,0.035428,0.048809,0.048368,0.057821,0.07251,0.050107,0.057543,0.05263
0.095524,0.096152,0.093617,0.032095,0.055123,0.037789,0.049092,0.049556,0.061412,0.064125,0.050986,0.055689,0.054727
0.095537,0.096017,0.093354,0.031875,0.054038,0.035071,0.051163,0.060575,0.061591,0.066034,0.059193,0.053573,0.048336
NaN,0.095708,NaN,NaN,NaN,NaN,NaN,0.059938,NaN,0.07418,0.051196,NaN,NaN
0.096525,0.096359,0.092901,0.03189,0.051303,0.036575,0.045931,0.046117,0.058237,0.067924,0.075931,0.056036,0.049587
0.095972,0.096155,0.092949,0.031656,0.047017,0.033611,0.046959,0.04434,0.06445,0.06424,0.072327,0.04882,0.05069
0.095239,0.096018,0.09296,0.032088,0.053605,0.032709,0.044926,0.04533,0.061502,0.075688,0.065191,0.053204,0.052764
0.095945,0.095862,0.092241,0.031604,0.051997,0.03481,0.046005,0.043309,0.064393,0.077984,0.066386,0.056145,0.052602
0.095318,0.095889,0.091875,0.030843,0.048844,0.034766,0.049518,0.044199,0.066557,0.067829,0.060199,0.053265,0.057072
0.0955,0.096258,0.091462,0.032124,0.05137,0.034874,0.053995,0.050831,0.064069,0.056645,0.060478,0.048678,0.046599
0.095822,0.095683,0.091794,0.031712,0.05149,0.036352,0.058149,0.045069,0.062317,0.07305,0.059646,0.057321,0.049586
0.094767,NaN,NaN,NaN,NaN,0.039028,0.054834,0.045854,NaN,0.077077,NaN,0.051716,NaN
0.095885,0.095453,0.093464,0.031638,0.059779,0.033755,0.031492,0.059641,0.067631,0.079676,0.073379,0.043777,0.0678
0.09653,0.095323,0.093413,0.031244,0.060342,0.032613,0.03205,0.057847,0.06957,0.07848,0.073819,0.048441,0.066122
0.095566,0.095733,0.093163,0.032118,0.059897,0.036897,0.035225,0.061001,0.076392,0.075683,0.068671,0.043824,0.061469
0.096098,0.095399,0.093441,0.032371,0.05391,0.032845,0.030252,0.062691,0.074905,0.077248,0.071676,0.052109,0.062838
0.09638,0.0953,0.092852,0.03153,0.05831,0.037112,0.031351,0.061425,0.066333,0.079773,0.066373,0.056115,0.060923
0.095271,0.095742,0.093549,0.032262,0.062075,0.033594,0.027147,0.059924,0.053045,0.082703,0.06661,0.051722,0.062648
0.095046,0.095718,0.093401,0.032361,0.062887,0.032736,0.028113,0.057787,0.063718,0.079949,0.075638,0.049218,0.054505
0.094384,NaN,0.092337,NaN,NaN,0.032206,NaN,0.064458,NaN,NaN,0.068651,NaN,NaN
0.095182,0.09582,0.093332,0.03085,0.06716,0.036697,0.051526,0.056643,0.056288,0.056934,0.050804,0.058508,0.059716
0.095038,0.095983,0.093526,0.031026,0.062698,0.040289,0.048907,0.056171,0.054385,0.058404,0.053158,0.064827,0.058502
0.095699,0.095362,0.092137,0.031088,0.063332,0.034434,0.049624,0.055708,0.054159,0.063975,0.048107,0.062762,0.061136
0.095564,0.096302,0.092594,0.031225,0.059745,0.033925,0.04859,0.05613,0.056515,0.069441,0.046137,0.061005,0.062485
0.095304,0.095864,0.092444,0.031211,0.054565,0.034964,0.047065,0.050675,0.05193,0.071549,0.048273,0.061934,0.056611
0.095818,0.095364,0.092372,0.031151,0.051197,0.038438,0.050058,0.045084,0.051972,0.083016,0.047098,0.065542,0.05771
0.094635,0.094574,0.092209,0.031187,0.056803,0.034508,0.052733,0.050375,0.067435,0.073179,0.037768,0.061028,0.05787
NaN,0.095915,0.09229,NaN,NaN,0.035384,0.050007,0.034851,NaN,NaN,0.040696,NaN,NaN
0.095232,0.096211,0.092231,0.032023,0.059136,0.034668,0.053591,0.066003,0.065778,0.053688,0.057799,0.074247,0.041339
0.094867,0.096283,0.092702,0.032036,0.058809,0.037889,0.048614,0.063259,0.063305,0.046469,0.049834,0.061858,0.044001
0.094587,0.094917,0.093125,0.03201,0.056503,0.041965,0.051407,0.057024,0.074323,0.046878,0.057414,0.06631,0.042333
0.094062,0.095415,0.092228,0.031984,0.056358,0.039554,0.049349,0.056995,0.079022,0.041052,0.053045,0.065757,0.043561
0.094269,0.095572,0.09215,0.031953,0.058376,0.038538,0.04793,0.05878,0.065115,0.042734,0.058351,0.066518,0.04436
0.093878,0.09506,0.092069,0.03104,0.055384,0.042633,0.052388,0.059178,0.066936,0.04754,0.054745,0.066947,0.044584
0.094162,0.096187,0.091307,0.031054,0.04401,0.039716,0.053528,0.061514,0.064091,0.049656,0.045041,0.066192,0.041466
0.093901,0.095466,0.093099,0.03197,NaN,NaN,0.048532,NaN,NaN,0.054861,NaN,NaN,NaN
0.094845,0.095584,0.093163,0.031405,0.039827,0.04409,0.032626,0.044129,0.06288,0.078701,0.057252,0.059709,NaN
0.095189,0.096342,0.093207,0.031316,0.037716,0.046988,0.035494,0.049468,0.065022,0.078665,0.061057,0.065,NaN
0.094999,0.095877,0.093189,0.031609,0.038418,0.048123,0.037375,0.053172,0.063586,0.083265,0.053551,0.056007,NaN
0.094728,0.096007,0.094265,0.032028,0.035367,0.041698,0.039151,0.047716,0.060793,0.072367,0.04927,0.063823,NaN
0.095088,0.095219,0.094418,0.031818,0.045266,0.039825,0.039719,0.057098,0.07244,0.072419,0.054036,0.066203,NaN
0.094559,0.095213,0.094344,0.031834,0.043026,0.04811,0.045071,0.048553,0.074561,0.083838,0.047283,0.070082,NaN
0.094627,0.095248,0.093765,0.030846,0.02659,0.040387,0.045894,0.054911,0.054168,0.088535,0.054229,0.073587,NaN
0.094153,0.094971,0.093202,NaN,0.034006,0.043727,0.042416,NaN,0.055468,NaN,NaN,0.064187,NaN
0.095617,NaN,0.094832,0.030956,0.051247,0.041837,0.032986,0.050904,NaN,0.064399,0.055002,0.043591,NaN
0.095323,NaN,0.094266,0.030057,0.051081,0.033567,0.030835,0.060782,NaN,0.058933,0.066059,0.045864,NaN
0.095184,NaN,0.094738,0.031142,0.060061,0.029871,0.032969,0.059664,NaN,0.065068,0.070127,0.04434,NaN
0.095028,NaN,0.09307,0.03104,0.050452,0.034886,0.034943,0.053048,NaN,0.060342,0.067115,0.048513,NaN
0.095195,NaN,0.093402,0.031439,0.059733,0.039681,0.032311,0.044509,NaN,0.057971,0.075355,0.050076,NaN
0.094739,NaN,0.092919,0.031192,0.053661,0.037022,0.035471,0.053647,NaN,0.057297,0.0773,0.046994,NaN
0.095149,NaN,0.09314,0.030832,0.061476,0.029421,0.035083,0.05951,NaN,0.058388,0.084202,0.043582,NaN
0.094818,NaN,0.093801,NaN,0.056874,NaN,NaN,NaN,NaN,0.063875,0.079539,0.043996,NaN
